qualtrics_id,school_code,school_name_anon,progress,duration_min,birth_country,age_cat,age,female,male,educ_mother,educ_father,educ_parent_max,has_computer,has_internet,digital_comfort,platform_use,classroom_section,math_grade_prev,like_math,like_communication,rank_math,rank_communication,mathconf_learn,mathconf_exam,mathconf_help_peers,mathconf_growth,lab_productive,lab_preferred_hours,hours_school,hours_study,hours_friends,hours_entertainment,hours_housework,hours_unpaid_work,hours_paid_work,hours_sleep,hours_sport,math_study_weekly,study_context,digital_tools_used,grit_challenge,grit_quit_game,grit_lose_interest,grit_hardwork,grit_avg,mindset_fixed1,mindset_fixed2,mindset_avg,locus_luck,locus_fate,locus_prepared,locus_plans,locus_avg,efficacy_hard_problems,efficacy_effort,efficacy_calm,efficacy_solutions,efficacy_trouble,efficacy_avg,math_enjoy,math_wish_no,math_like_problems,math_does_well,math_harder_than_peers,math_worry_grades,math_nervous_exams,math_useful,math_enjoy_avg,math_anxiety_avg,math_selfconcept_avg,meta_study_allocation,meta_when_stuck,meta_hint_use,meta_review_errors,meta_self_awareness,meta_after_mistake,meta_ai_use,meta_expected_exam,meta_actual_exam,barrier_finish_school,info_postsecondary,plan_after_school,knows_career,career_first_choice,institution_first_choice,plan_feasibility,plan_talks_with,parent_educ_expectation,enrolled_academy,belief_univ_transition,factors_career_choice,action_3months,plans_higher_ed,salary_secondary,salary_technical,salary_university,informal_secondary,informal_technical,informal_university,preferred_sector,knows_jobs_sector,barrier_money,barrier_work_family,barrier_parent_ideas,barrier_grades,barrier_info_careers,barrier_info_institution,barrier_family_resp,knows_scholarship,knows_beca18,knows_alt_training,est_years_technical,est_years_university,time_pref_100v150,time_pref_100v300,risk_pref_100v250,risk_pref_100v500,patient_low,patient_high,risk_seeking_low,risk_seeking_high,belong_outsider,belong_fits_in,belonging_avg,num_close_friends,friend1_recess,friend1_homework,friend1_future_talk,friend1_whatsapp,friend2_recess,friend2_homework,friend2_future_talk,friend2_whatsapp,friend3_recess,friend3_homework,friend3_future_talk,friend3_whatsapp,friend4_recess,friend4_homework,friend4_future_talk,friend4_whatsapp,friend5_recess,friend5_homework,friend5_future_talk,friend5_whatsapp,correct_a1,qbl_v5_a1,correct_a2,qbl_v5_a2,correct_a7,qbl_v5_a7,correct_a8,qbl_v5_a8,correct_a8m,qbl_v5_a8m,correct_a4,qbl_v5_a4,correct_a9s,qbl_v5_a9s,correct_a3,qbl_v5_a3,correct_a6,qbl_v5_a6,correct_a5,qbl_v5_a5,score_total_baseline,score_pct_baseline
R_100875abc40,1374321,School_24,100,33.599998,1,2.0,16.0,1,1,2,3.0,3,0,1,5,2,A,1,1,1,6,8,1,2,2,2,4,4,7.5,2.0,2.5,3.0,0.5,0.5,1.0,8.5,1.5,3,4,4,5,5,5,1,2.0,4,1,4.5,2,5,4,1,2.5,4,2,4,1,2,2.5999999,2,5,2,2,3,1,2,4,1.6666666,1.5,2.5,4,2,1,4,1,3,4,1,4,2,3,5,3,,1,5,1,1,0,9,2,,0,816.0,864.0,2516.0,6,2,0,9,2,3,5,5,3,3,2,5,1,1,3,2,4,3,2,2,1,0,1,1,0,2,2,3.0,6,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,2,0,4,0,1,1,2,0,4,0,4,0,1,0,4,1,4,0,3,2,0.2
R_100876abc4417,1374321,School_24,100,33.5,1,2.0,16.0,0,0,3,8.0,8,0,1,2,1,B,1,2,3,7,2,3,2,2,2,1,4,6.5,0.5,2.0,1.0,2.5,0.0,0.0,8.0,1.5,2,3,3,5,4,5,5,3.25,3,1,5.0,1,5,1,3,2.5,3,2,4,1,2,2.4000001,4,3,5,4,1,3,3,1,4.0,3.0,4.5,3,2,4,3,1,1,1,5,3,2,5,5,1,,3,4,2,4,0,6,6,,0,1162.0,1327.0,5235.0,4,1,5,3,3,1,1,2,4,4,3,5,2,2,2,2,6,3,1,1,3,0,0,0,0,2,4,4.0,4,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,10,1.0
R_100877abc6580,1374321,School_24,100,17.4,1,3.0,17.0,0,0,9,9.0,9,1,1,5,2,C,3,1,4,8,9,1,2,2,3,5,7,7.5,3.0,0.5,1.0,0.0,0.0,1.5,7.5,1.0,2,4,3,5,2,3,2,3.5,4,1,4.5,2,1,2,3,3.5,2,3,2,1,1,1.8,2,1,5,4,4,2,1,3,4.0,1.5,3.0,3,4,1,4,3,3,3,2,3,1,4,2,2,,4,3,5,4,0,2,5,,1,1071.0,759.0,2918.0,9,4,5,3,1,2,3,1,2,1,4,3,3,2,3,5,7,2,1,3,3,1,0,0,0,4,3,2.5,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,4,1,2,0,2,0,1,0,1,0,2,0,4,0,2,0,3,1,0.1
R_100878abc9441,1374321,School_24,100,26.0,1,1.0,15.0,1,1,9,1.0,9,0,1,5,4,D,3,4,3,1,3,1,4,2,1,5,3,6.0,2.0,2.0,2.0,1.0,1.5,1.0,8.5,1.0,5,3,4,2,3,5,2,2.0,1,5,4.0,4,3,2,5,3.0,1,4,2,1,4,2.4000001,5,2,1,2,2,1,3,3,3.3333333,2.0,3.0,2,1,3,3,1,4,2,3,5,1,2,2,3,,3,4,4,4,0,5,8,,1,1039.0,1792.0,2145.0,1,2,8,4,1,2,1,4,3,1,5,1,2,3,1,4,6,2,3,3,2,1,0,0,1,2,5,4.5,2,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,2,1,1,1,2,1,2,1,1,1,1,1,3,0,4,1,4,1,1,8,0.80000001
R_100879abc2638,1374321,School_24,100,57.200001,1,1.0,15.0,1,1,3,8.0,8,0,1,5,3,E,4,4,1,4,2,4,4,1,2,5,4,8.5,2.5,1.5,1.5,1.5,0.0,1.0,8.0,0.0,3,3,5,4,2,3,3,3.5,2,1,5.5,1,1,5,1,4.0,3,2,4,1,2,2.4000001,5,4,1,4,2,2,1,3,2.6666667,1.5,4.0,3,1,2,4,3,2,1,2,1,1,2,4,3,,5,4,3,3,0,5,2,,1,,1085.0,,0,6,0,8,1,3,5,1,5,1,4,5,2,3,3,4,4,3,1,2,1,0,0,1,0,3,3,3.0,6,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,2,0,1,1,2,0,2,0,1,0,3,1,3,0,3,1,4,0,4,3,0.30000001
R_100880abc4918,1374321,School_24,100,31.700001,1,1.0,15.0,0,0,4,12.0,12,1,1,2,3,5to A,1,1,3,1,7,4,3,3,4,1,8,7.5,3.5,2.0,2.5,1.5,0.0,0.5,8.0,0.5,2,3,2,4,3,1,5,4.25,4,4,3.0,4,4,2,4,2.5,2,3,3,1,3,2.4000001,4,2,5,3,2,1,5,4,4.3333335,3.0,3.5,2,1,4,3,1,1,4,3,1,1,1,2,3,,5,3,1,2,0,1,2,,1,,2284.0,2787.0,2,9,9,8,2,3,4,5,5,1,4,2,3,1,2,4,7,3,3,2,3,0,0,1,0,2,4,4.0,2,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,4,0,3,0,3,0,2,1,1,2,0.2
R_100881abc2505,1374321,School_24,100,44.299999,1,3.0,17.0,0,0,7,,7,0,1,4,2,B,2,2,2,7,6,4,3,1,1,3,2,7.5,1.5,2.5,1.0,1.5,0.0,1.0,7.5,1.0,5,3,5,1,3,5,5,2.5,6,4,2.0,2,1,1,1,2.75,1,2,4,1,4,2.4000001,5,3,4,3,4,1,5,1,4.0,3.0,2.5,4,2,1,3,3,2,2,5,1,1,4,1,1,,1,3,6,1,1,0,1,,0,1035.0,,3390.0,1,9,3,3,1,1,2,5,4,5,1,5,2,2,1,4,5,2,1,1,2,1,0,0,1,5,1,1.0,5,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,3,0,1,0,1,0,3,1,1,1,3,0,1,1,4,0,4,4,0.40000001
R_100882abc5530,1374321,School_24,100,48.599998,1,1.0,15.0,0,0,1,2.0,2,1,1,2,2,C,2,2,4,2,5,3,4,3,3,4,7,7.0,2.0,3.0,0.0,1.0,0.0,0.0,6.5,1.0,4,1,4,1,3,3,3,2.5,5,5,2.0,1,2,4,4,4.25,2,2,4,2,1,2.2,4,2,3,4,3,4,4,2,3.6666667,4.0,3.5,1,3,2,2,1,1,1,4,1,1,2,1,3,,4,5,6,2,0,9,1,,0,,,4039.0,4,3,0,10,2,3,3,2,3,4,3,2,3,1,2,5,6,2,3,1,2,1,0,0,1,1,3,4.0,6,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,2,1,1,1,1,1,3,0,4,1,4,1,1,8,0.80000001
R_100883abc8607,1374321,School_24,100,54.599998,1,1.0,15.0,1,1,10,,10,1,1,1,4,D,2,2,4,4,10,1,2,2,1,2,3,7.5,0.5,3.0,5.5,0.0,0.5,1.0,9.0,1.5,3,3,4,4,3,2,5,4.0,6,6,1.0,4,5,2,2,1.75,1,1,2,4,2,2.0,1,3,4,3,3,2,5,2,2.6666667,3.5,3.0,4,1,4,1,3,1,1,2,1,1,2,2,2,,2,5,6,2,1,2,2,,1,1008.0,2215.0,3582.0,7,4,1,4,2,2,5,4,4,2,3,5,1,1,1,2,4,2,3,3,2,1,0,0,1,3,2,2.5,6,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,2,1,1,0,2,1,2,1,1,1,1,0,3,1,1,1,4,0,3,7,0.69999999
R_100884abc7371,1374321,School_24,100,28.299999,1,1.0,15.0,1,1,10,2.0,10,1,1,1,4,E,2,4,4,2,10,3,3,1,1,1,8,6.5,0.5,2.5,3.5,2.0,0.0,2.0,9.0,1.0,3,2,5,5,1,4,5,4.25,6,1,3.5,4,2,4,2,3.0,2,2,1,1,3,1.8,5,2,5,1,4,1,4,2,4.6666665,2.5,1.5,1,1,3,3,2,2,3,5,2,1,5,4,1,,4,2,2,4,0,10,1,,1,,1631.0,2825.0,3,10,0,6,3,5,5,2,4,4,3,4,2,1,2,2,6,3,1,1,3,0,0,0,0,5,2,1.5,4,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,0,4,1,3,1,1,1,4,1,1,9,0.89999998
R_100885abc2621,1374321,School_24,100,38.700001,1,2.0,16.0,0,0,2,1.0,2,0,1,3,3,A,2,1,2,2,10,1,1,2,4,5,2,7.0,2.0,3.5,2.0,1.5,1.0,1.5,8.5,2.0,4,1,1,3,1,5,4,3.25,1,5,4.0,1,1,5,1,4.0,4,3,3,1,1,2.4000001,3,2,3,1,5,1,3,2,3.3333333,2.0,1.0,1,2,3,4,1,2,2,2,1,2,5,2,1,,1,2,6,3,0,10,7,,1,948.0,1595.0,3125.0,1,10,3,8,1,3,4,5,3,5,4,1,1,3,3,2,4,3,2,3,2,0,1,0,1,4,4,3.0,2,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,4,0,2,0,1,0,4,0,4,0,1,0,4,0,2,0,3,0,0.0
R_100886abc1631,1374321,School_24,100,41.099998,1,3.0,17.0,1,1,4,8.0,8,1,0,3,2,B,2,1,2,9,8,2,3,1,3,1,8,6.0,4.0,1.5,2.0,1.0,1.0,1.0,7.5,0.0,1,2,2,3,4,5,1,1.75,5,1,4.0,5,5,1,3,1.5,2,4,2,3,3,2.8,5,3,4,2,3,4,1,4,4.0,2.5,2.5,2,4,3,3,3,1,2,2,1,2,2,1,2,,3,5,2,1,0,1,4,,0,1105.0,,4160.0,5,6,10,9,3,5,1,1,2,5,1,1,2,2,2,4,6,3,2,1,2,0,1,0,1,4,5,3.5,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,2,1,1,1,1,0,3,0,4,0,3,0,1,3,0.30000001
R_100887abc9197,1374321,School_24,100,46.0,1,1.0,15.0,0,0,3,2.0,3,0,1,1,2,C,1,3,3,3,7,2,2,3,3,3,5,7.5,1.0,0.0,3.5,1.5,0.0,0.5,7.5,2.0,3,3,2,1,3,1,5,3.5,6,5,1.5,4,5,4,4,2.75,2,3,4,3,1,2.5999999,2,3,4,3,5,3,3,3,3.0,3.0,2.0,1,4,1,4,2,2,2,5,1,1,1,3,3,,4,1,4,4,1,0,7,,1,432.0,1758.0,3803.0,3,9,4,8,1,4,2,2,3,3,5,1,3,3,2,5,7,3,2,3,2,0,1,0,1,4,5,3.5,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,3,1,2,1,2,1,1,0,4,1,3,0,1,1,4,1,1,7,0.69999999
R_100888abc3770,1374321,School_24,100,43.0,1,,,1,1,3,6.0,6,1,1,2,4,D,3,4,3,2,3,1,1,2,3,1,8,6.5,1.5,1.5,1.0,1.5,1.0,0.0,8.0,1.5,1,4,1,5,3,3,3,3.5,6,2,3.0,4,1,4,1,3.0,2,1,4,4,4,3.0,5,5,1,3,3,3,4,3,2.3333333,3.5,3.0,3,4,2,1,1,4,4,2,3,2,3,3,3,,1,2,5,3,0,6,1,,1,1397.0,1497.0,4065.0,10,10,1,5,2,3,5,1,1,5,1,1,3,1,1,2,4,2,2,2,2,1,1,1,1,1,1,3.0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,1,2,1,2,0,4,1,1,0,3,0,3,1,4,1,1,5,0.5
R_100889abc5279,1374321,School_24,100,37.400002,1,,,0,0,10,3.0,10,0,1,1,2,E,4,1,4,4,3,3,1,3,3,1,7,6.5,3.0,3.0,1.0,2.0,0.0,1.0,9.0,2.0,2,3,2,2,3,2,1,2.5,3,5,3.0,3,3,5,4,3.75,3,1,2,3,1,2.0,1,1,1,1,4,4,4,2,2.3333333,4.0,1.5,2,3,4,2,3,4,2,3,5,1,1,4,1,,2,3,3,3,0,9,8,,1,,1296.0,2961.0,7,1,1,10,3,3,1,2,1,4,5,1,1,3,2,5,4,1,2,1,3,0,1,0,0,2,2,3.0,2,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,4,0,1,0,2,1,1,0,4,0,2,0,3,1,4,1,1,3,0.30000001
R_100890abc9386,1374321,School_24,100,41.5,1,1.0,15.0,0,0,6,5.0,6,1,1,5,1,A,3,1,3,9,10,3,2,4,1,2,4,7.0,0.0,2.5,4.5,1.0,0.5,0.0,7.5,0.5,1,2,1,3,2,3,3,3.25,4,4,3.0,3,2,3,2,3.0,1,2,4,1,1,1.8,3,5,2,1,3,1,1,1,2.0,1.0,2.0,3,1,2,3,1,1,3,5,5,1,4,3,1,,2,1,3,1,1,4,4,,1,442.0,2031.0,3889.0,8,3,6,3,3,5,5,1,5,2,1,2,3,1,2,5,4,1,3,2,1,0,0,1,0,1,1,3.0,4,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,2,1,1,0,1,1,2,1,1,1,1,0,1,0,3,0,2,1,1,6,0.60000002
R_100891abc9208,1374321,School_24,100,35.599998,1,3.0,17.0,1,1,4,7.0,7,1,0,1,3,B,4,1,3,1,6,4,1,4,4,3,8,6.5,3.0,1.0,2.0,1.5,0.5,2.0,9.0,2.0,5,1,1,2,4,3,1,2.0,5,4,2.5,4,2,2,2,2.5,3,2,4,3,4,3.2,1,2,2,1,3,4,2,2,2.3333333,3.0,2.0,2,4,3,4,2,3,3,1,4,1,3,5,2,,1,2,4,1,0,0,4,,0,1211.0,2520.0,3179.0,4,1,0,4,1,4,2,4,5,3,2,5,1,2,2,5,5,2,2,2,2,1,1,1,1,1,2,3.5,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,2,1,1,1,2,1,2,0,4,1,1,0,1,1,1,0,3,1,1,7,0.69999999
R_100892abc6980,1374321,School_24,100,37.5,1,1.0,15.0,1,1,9,4.0,9,0,1,1,4,C,1,1,2,6,9,1,2,1,1,2,3,5.5,2.0,0.0,2.0,3.0,0.5,2.5,7.5,0.5,2,2,5,3,4,4,5,3.0,2,3,4.5,3,2,2,2,2.75,3,4,1,1,2,2.2,2,4,3,3,5,2,3,1,2.3333333,2.5,2.0,1,4,4,4,3,2,1,5,4,1,2,2,3,,1,4,5,3,0,10,8,,1,1433.0,1350.0,4092.0,8,5,5,6,1,3,2,5,4,2,2,4,1,2,3,5,4,2,2,3,3,1,1,0,0,4,2,2.0,2,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2,0,4,1,2,0,2,1,1,0,3,1,3,0,4,0,2,1,1,4,0.40000001
R_100893abc8700,1374321,School_24,100,56.299999,1,1.0,15.0,0,0,8,5.0,8,1,1,5,1,D,3,2,4,10,6,2,4,4,3,4,4,7.0,1.5,3.0,3.0,1.5,0.0,0.5,7.5,1.5,1,4,1,2,3,2,1,2.5,5,2,3.5,1,1,5,3,4.5,4,3,1,4,3,3.0,2,2,4,1,4,1,5,2,3.3333333,3.0,1.5,3,4,2,3,2,3,4,2,4,1,1,5,1,,3,4,3,4,0,9,5,,0,,1488.0,3426.0,7,4,1,2,2,4,1,4,2,5,5,5,1,3,2,5,4,3,2,1,2,0,1,0,1,4,1,1.5,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,4,0,2,0,1,0,3,1,1,0,2,0,1,0,2,0,3,1,0.1
R_100894abc2674,1374321,School_24,100,30.4,1,3.0,17.0,1,1,3,7.0,7,1,1,2,3,E,2,3,2,2,8,4,1,3,1,2,7,6.0,1.0,1.5,0.0,1.0,0.0,1.0,8.5,0.0,1,3,2,4,1,1,1,3.75,3,1,5.0,2,3,5,1,3.25,1,1,1,2,2,1.4,4,1,4,5,2,1,1,2,4.3333335,1.0,4.5,1,2,2,3,1,4,2,3,5,2,4,2,3,,3,1,2,1,0,3,7,,1,1712.0,1517.0,3655.0,4,2,4,2,3,3,2,1,4,4,4,1,2,3,3,4,4,3,3,3,2,0,0,0,1,5,3,2.0,4,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,4,0,1,0,1,0,1,0,3,0,4,1,0.1
R_100895abc5854,1374321,School_24,100,32.599998,1,1.0,15.0,1,1,1,9.0,9,1,1,2,1,A,3,1,4,10,3,4,3,4,4,3,1,7.0,2.5,1.0,3.5,1.0,0.0,1.0,8.0,0.5,3,1,1,5,4,4,2,2.75,3,3,4.0,5,1,5,4,3.75,1,4,2,2,4,2.5999999,4,3,4,3,2,4,2,1,3.6666667,3.0,3.5,2,4,3,1,1,4,2,4,1,1,2,3,2,,5,3,5,2,0,1,7,,1,1501.0,1911.0,2708.0,6,7,10,8,2,4,4,5,4,4,1,1,2,2,1,5,6,1,2,1,1,0,1,0,0,3,4,3.5,4,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,2,1,2,0,1,1,1,1,3,0,3,0,1,1,1,6,0.60000002
R_100896abc5740,1374321,School_24,100,21.200001,1,3.0,17.0,0,0,2,10.0,10,0,1,4,3,B,1,1,1,8,8,3,4,3,4,1,2,6.5,1.0,3.0,1.5,2.5,1.0,0.5,7.5,3.0,1,2,3,2,1,3,4,3.5,4,6,2.0,1,3,1,5,3.5,3,2,1,1,3,2.0,2,2,2,5,5,2,3,4,2.6666667,2.5,3.0,4,1,1,2,2,1,2,3,3,1,2,2,1,,3,2,2,2,0,5,8,,1,717.0,1855.0,3667.0,6,1,8,9,2,3,4,1,1,1,4,3,2,1,3,2,7,2,1,1,3,1,0,0,0,2,4,4.0,3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,2,0,4,1,2,0,1,1,1,0,3,1,3,0,1,0,2,0,1,3,0.30000001
R_100897abc198,1374321,School_24,100,23.9,1,2.0,16.0,1,1,5,3.0,5,0,1,1,4,C,3,2,2,9,7,1,2,3,1,4,7,8.0,1.0,3.0,1.5,2.5,0.0,0.0,7.0,1.0,4,1,3,3,4,1,1,2.75,5,4,2.5,1,4,4,2,3.25,3,3,4,2,1,2.5999999,1,3,5,3,4,5,4,4,3.0,4.5,2.5,2,4,1,2,2,3,3,3,5,1,4,5,2,,2,1,2,1,0,6,2,,0,768.0,,,3,8,9,8,1,2,5,1,4,4,3,3,2,2,3,3,6,1,2,1,1,0,1,0,0,2,4,4.0,6,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,1,2,0,4,1,1,1,3,1,1,1,4,0,1,7,0.69999999
R_100898abc9140,1374321,School_24,100,21.6,1,1.0,15.0,0,0,7,4.0,7,1,1,2,3,D,1,3,3,9,3,4,2,2,3,4,3,5.5,3.0,1.5,6.0,1.5,0.0,1.5,9.5,0.0,4,3,1,5,5,1,3,3.5,3,6,2.5,3,5,4,2,2.5,2,2,1,1,2,1.6,3,1,5,4,2,1,2,2,4.3333335,1.5,4.0,4,1,1,1,1,4,1,1,4,1,3,3,3,,5,1,3,4,0,2,8,,1,1103.0,1844.0,1269.0,0,6,8,1,2,2,3,1,3,3,2,4,3,2,1,3,5,3,1,2,1,0,0,1,0,4,4,3.0,6,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,1,2,0,1,1,1,0,2,0,1,0,2,0,1,4,0.40000001
R_100899abc2010,1374321,School_24,100,14.2,1,3.0,17.0,1,1,10,9.0,10,0,0,2,3,E,3,2,4,9,2,2,3,3,2,1,2,7.0,1.5,2.0,1.5,0.5,1.0,0.0,6.5,0.0,5,2,4,4,4,1,1,3.0,1,2,5.5,3,5,4,2,2.5,3,4,2,1,3,2.5999999,3,1,3,4,4,3,4,1,3.6666667,3.5,3.0,3,3,3,3,2,3,3,3,4,1,1,3,1,,2,2,4,3,0,5,3,,1,1762.0,2254.0,3647.0,10,10,0,1,2,2,4,2,4,5,3,2,2,3,2,5,5,3,1,1,3,0,0,0,0,5,3,2.0,3,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,1,1,3,0,3,1,4,1,1,7,0.69999999
R_100900abc3040,1374321,School_24,100,38.799999,1,3.0,17.0,1,1,2,2.0,2,1,1,5,2,A,1,2,2,5,10,1,2,3,4,1,3,8.0,4.5,3.0,2.5,2.0,0.0,0.5,8.0,0.0,5,1,3,3,5,4,3,2.25,5,1,4.0,5,5,3,1,1.5,3,2,4,2,1,2.4000001,4,4,5,1,4,3,1,3,3.6666667,2.0,1.5,1,4,3,1,1,3,1,1,4,1,5,5,2,,4,2,5,2,0,5,8,,0,,1260.0,3800.0,9,8,6,7,1,3,3,3,3,4,3,3,2,3,1,2,7,3,2,3,3,0,1,0,0,3,1,2.0,2,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,2,1,1,0,1,0,2,1,1,1,1,1,3,0,4,1,4,1,1,7,0.69999999
R_100901abc2846,1374321,School_24,100,43.200001,1,2.0,16.0,0,0,8,1.0,8,0,0,4,2,B,2,3,1,3,2,2,4,3,2,3,4,6.0,2.0,1.0,5.5,1.0,0.5,1.5,7.5,0.5,5,2,5,2,1,1,5,4.25,1,4,4.5,3,1,1,3,3.0,4,1,2,2,2,2.2,3,5,2,1,4,3,2,4,2.0,2.5,1.5,3,4,3,1,1,1,1,4,4,1,4,1,2,,3,4,5,4,1,7,5,,0,1103.0,2507.0,2326.0,5,1,1,1,1,4,2,5,1,2,1,5,1,3,1,2,7,1,2,2,3,0,1,1,0,1,4,4.5,2,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,2,1,1,0,1,1,2,1,1,0,4,1,3,1,1,1,4,1,1,8,0.80000001
R_100902abc7015,1374321,School_24,100,43.0,1,2.0,16.0,0,0,1,1.0,1,1,0,5,1,C,4,2,3,10,8,4,4,4,4,3,4,8.5,2.0,4.0,1.5,2.0,1.0,0.5,6.5,1.0,5,4,1,4,2,2,5,4.25,1,4,4.5,5,2,3,1,2.25,3,2,1,2,3,2.2,3,2,5,5,1,4,4,3,4.0,4.0,5.0,3,4,3,4,1,3,4,5,1,1,1,1,3,,4,1,4,3,0,5,6,,0,767.0,,4609.0,4,0,9,5,3,4,2,4,3,5,1,4,1,3,3,4,5,2,2,1,3,1,1,0,0,2,2,3.0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,0,4,1,2,0,1,0,4,0,1,1,3,1,1,0,1,0,4,4,0.40000001
R_100903abc3139,1374321,School_24,100,33.299999,1,3.0,17.0,1,1,7,5.0,7,0,1,2,2,D,2,2,4,7,8,4,4,4,2,5,5,6.5,4.0,2.5,0.5,1.5,1.0,1.5,9.0,0.0,4,2,2,2,4,5,4,2.25,2,3,4.5,4,3,2,2,2.25,2,2,2,1,3,2.0,4,4,3,2,1,2,2,4,3.0,2.0,3.5,4,3,3,2,3,1,3,1,2,1,2,4,1,,1,2,6,1,0,10,6,,1,1167.0,2121.0,2445.0,10,3,9,1,2,1,2,3,1,5,4,2,1,3,3,2,7,1,1,3,2,0,0,0,1,2,1,2.5,5,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,2,0,3,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,9,0.89999998
R_100904abc1389,1374321,School_24,100,33.799999,1,2.0,16.0,0,0,7,4.0,7,0,1,3,2,E,4,4,4,1,2,3,3,3,1,1,5,5.5,1.0,3.0,3.5,2.0,0.0,0.0,6.5,0.0,2,3,2,3,3,1,1,3.0,3,5,3.0,2,2,4,3,3.75,3,1,2,2,2,2.0,1,5,1,2,1,2,3,1,1.0,2.5,3.5,3,4,1,3,2,4,4,5,2,1,1,5,2,,3,5,6,2,0,3,7,,0,792.0,1869.0,3693.0,10,10,3,6,3,1,2,3,1,5,4,5,1,1,3,2,4,2,3,2,1,1,0,1,0,3,2,2.5,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,2,1,1,1,2,1,2,0,1,0,3,0,3,0,1,0,2,1,1,4,0.40000001
R_100905abc7370,1374321,School_24,100,34.5,1,1.0,15.0,1,1,4,2.0,4,0,1,3,4,A,3,4,3,6,2,1,3,2,4,1,1,7.5,2.5,2.5,4.0,2.0,0.0,3.0,10.0,1.5,3,2,5,2,1,1,5,4.25,6,2,3.0,3,2,1,3,2.75,3,3,3,2,2,2.5999999,3,3,4,4,1,5,2,2,3.3333333,3.5,4.5,4,3,3,4,1,4,2,5,3,1,1,2,2,,5,5,2,1,0,2,7,,1,1252.0,1624.0,2864.0,3,2,7,2,3,3,1,5,5,4,5,5,1,2,1,5,7,1,2,2,3,0,1,1,0,5,5,3.0,5,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,2,0,3,1,2,1,2,1,1,0,3,1,3,1,1,1,4,1,1,8,0.80000001
